,source,category,text,href
24,https://www.autismparentingmagazine.com/,category-autism-articles,"If your child has autism spectrum disorder (ASD), he/she is far more likely to have one or more additional disorders—such as anxiety, obsessive-compulsive disorder (OCD), or a mood disorder. Current estimates tell us more than 50 percent of children with ASD have significant anxiety. It’s common for high-functioning children on the spectrum to realize they… Continue Reading
",https://www.autismparentingmagazine.com/mental-health-anxiety-treatment-with-autism/
25,https://www.autismparentingmagazine.com/,category-autism-articles,"Lately, the news has been immersed in images of the city of Houston, Texas  swallowed by a torrent of flood water.  We’ve felt sympathy for those affected, we’ve  worried about their welfare. And we’ve all probably thought, “What if that was my family?” We hope it will never happen, but sometimes it does.  Fire, flood,… Continue Reading
",https://www.autismparentingmagazine.com/help-autism-communicate-in-disaster/
26,https://www.autismparentingmagazine.com/,category-autism-articles,"When we brought my seven-year-old stepdaughter with autism spectrum disorder (ASD) to the hospital to see her new baby sister, her eyes filled with awe.  She sat gently at the foot of the bed, somewhat afraid to touch the wriggling squeaker in daddy’s arms. Throwing glances to my now-deflated belly and back to the wrapped… Continue Reading
",https://www.autismparentingmagazine.com/raising-neurotypical-and-autistic-sisters/
27,https://www.autismparentingmagazine.com/,category-autism-articles,"Families navigating through the world of autism spectrum disorder (ASD) face numerous obstacles throughout everyday life. Events and situations that many people take for granted, such as owning a pet or interacting with a domesticated animal, may pose great challenges. Animals, especially dogs, are an integral part of American culture. As individuals with autism learn… Continue Reading
",https://www.autismparentingmagazine.com/service-dog-for-kids-with-autism/
28,https://www.autismparentingmagazine.com/,category-autism-articles,"Early signs of autism spectrum disorder (ASD) can be detected in infants, yet many children with autism do not receive a diagnosis until the ages of two or three. While not every autistic baby is able to be diagnosed as an infant, there are many benefits to receiving a diagnosis before reaching preschool age. According… Continue Reading
",https://www.autismparentingmagazine.com/signs-of-autism-children/
29,https://www.autismparentingmagazine.com/,category-autism-articles,"“What’s his autism?” asks my son, whom I’ll call Caleb, as we are packing his bag for swim team practice. He’s talking about a school friend who, like him, is on the spectrum. “What do you think it is?” “Well,” he says, “he gets frustrated when the schedule changes, just like I used to.” “So… Continue Reading
",https://www.autismparentingmagazine.com/explaining-autism-personal-look/
30,https://www.autismparentingmagazine.com/,category-autism-articles,"Ollie was slow to speak—I believe he was intensely absorbing instead! For the first three years of his life, he appeared to be on total sensory overload. As he grew, it became increasingly clear that he was very bright, but he lacked the ability to read and process faces and body language or to second… Continue Reading
",https://www.autismparentingmagazine.com/indian-massage-for-autism/
31,https://www.autismparentingmagazine.com/,category-autism-articles,"I was fortunate enough to join a contingent with The Arc of North Carolina and attend the 2017 Disability Policy Seminar in Washington, DC in March.  It was an incredible learning experience, as I came to better understand the inner workings of our political system and the impact our legislators have on the government benefit… Continue Reading
",https://www.autismparentingmagazine.com/securing-the-future-for-child/
32,https://www.autismparentingmagazine.com/,category-autism-articles,"Fire of Dreamsville is a psychological fiction about a young boy with autism and his journey through paranormal experience. Except, it is much more than that. The style of writing shows the veritable rollercoaster ride that autism parents and family know all too well, while the story’s premise tackles some of the issues that only… Continue Reading
",https://www.autismparentingmagazine.com/tale-of-courage/
33,https://www.autismparentingmagazine.com/,category-autism-articles,"Perfect Chase: One Reflection of Autism is a heartfelt children’s book about siblings sharing the invaluable lessons of true friendship, empathy, unconditional love and understanding—as taught to them by their autistic (and perfect) brother, Chase. Our mission is to provide a realistic story about autism that school children can relate to, with the goal of… Continue Reading
",https://www.autismparentingmagazine.com/reflection-of-autism/
34,https://www.autismparentingmagazine.com/,category-autism-articles,"Author Samantha Craft first discovered she had Asperger’s syndrome while working toward her degree in Mental Health Counseling. Craft, whose second oldest son had been diagnosed with Asperger’s syndrome over a decade prior, was all too familiar with the subject of autism. She had studied, worried, and gone head-to-head with behavioral specialists and psychologists concerning… Continue Reading
",https://www.autismparentingmagazine.com/books-unique-autism-perspective/
35,https://www.autismparentingmagazine.com/,category-autism-articles,"For one year, Trina, a puppy raiser, has trained her first service dog, Sydney.  At the end of her beach vacation, Sydney must be returned to be complete his final training and be matched to his forever companion. As emotional as this event is, Trina’s newly strained friendship with her best friend, Sarah, makes the week even… Continue Reading
",https://www.autismparentingmagazine.com/seven-days-goodbye/
36,https://www.autismparentingmagazine.com/,category-autism-articles,"When a clinician writes a book about autism, it is based only on his practical experience with a client.  When a parent/educator writes such a book, it is based on a lifetime of memories and real life experiences complete with the surprises and shocks as well as the joys and heartaches of each.  Rarely does… Continue Reading
",https://www.autismparentingmagazine.com/a-spot-on-the-wall/
37,https://www.autismparentingmagazine.com/,category-autism-articles,"The book is a memoir detailing life growing up on the autism spectrum. PLAY NICE It’s a cloudy day out. I follow Corey and a few other boys over to the side of the school where some of the kids race the buses as they come in, dropping more kids off.  Corey and his friends… Continue Reading
",https://www.autismparentingmagazine.com/aspergers-living-two-worlds/
38,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent of a child with extra special needs, there’s always a lot going on. Parents can be overwhelmed by child development experts, complex funding, and disability systems. There is frustration with aspects of their child’s school and therapy programs. With the constant juggling act, there is little time or energy to navigate through… Continue Reading
",https://www.autismparentingmagazine.com/advice-becoming-childs-advocate/
39,https://www.autismparentingmagazine.com/,category-autism-articles,"Asperger’s on the Inside is an honest and moving memoir by Michelle Vines about life on the high-functioning end of the autism spectrum.  In her book, Michelle takes the reader with her on her journey as she slowly comes to terms with and accepts her diagnosis.  She also explores her past and tells her story… Continue Reading
",https://www.autismparentingmagazine.com/high-functioning-autism-life/
40,https://www.autismparentingmagazine.com/,category-autism-articles,"  Passion for the Piece is Cyndi Sibley’s story about coming to terms with her daughter’s autism. The diagnosis of autism can be devastating. When doctors told Cyndi Sibley that her young daughter, Jackie, was on the autism spectrum, Cyndi became an activist in the community.  She has made it her mission to erase the… Continue Reading
",https://www.autismparentingmagazine.com/inspirational-book-autism-journey/
41,https://www.autismparentingmagazine.com/,category-autism-articles,"Amulet is a magical story of cave dwellers, clowns and vegetarian dragons. Eleven year old Dion has Asperger’s. The structure Dion so heavily relies on falls apart when he is kidnapped and taken to a mysterious land. With his life now in danger; he will have to use all the skills he has been taught,… Continue Reading
",https://www.autismparentingmagazine.com/autism-books-amulet/
42,https://www.autismparentingmagazine.com/,category-autism-articles,"If your child has autism spectrum disorder (ASD), he/she is far more likely to have one or more additional disorders—such as anxiety, obsessive-compulsive disorder (OCD), or a mood disorder. Current estimates tell us more than 50 percent of children with ASD have significant anxiety. It’s common for high-functioning children on the spectrum to realize they… Continue Reading
",https://www.autismparentingmagazine.com/mental-health-anxiety-treatment-with-autism/
43,https://www.autismparentingmagazine.com/,category-autism-articles,"Early signs of autism spectrum disorder (ASD) can be detected in infants, yet many children with autism do not receive a diagnosis until the ages of two or three. While not every autistic baby is able to be diagnosed as an infant, there are many benefits to receiving a diagnosis before reaching preschool age. According… Continue Reading
",https://www.autismparentingmagazine.com/signs-of-autism-children/
44,https://www.autismparentingmagazine.com/,category-autism-articles,"Ollie was slow to speak—I believe he was intensely absorbing instead! For the first three years of his life, he appeared to be on total sensory overload. As he grew, it became increasingly clear that he was very bright, but he lacked the ability to read and process faces and body language or to second… Continue Reading
",https://www.autismparentingmagazine.com/indian-massage-for-autism/
45,https://www.autismparentingmagazine.com/,category-autism-articles,"What is low functioning autism? Low functioning autism falls on the more severe end of the autism spectrum. Children diagnosed with this form of autism need more support to complete daily tasks as they struggle to communicate and manage their behaviors. Symptoms are typically identifiable in infancy or early childhood, as those diagnosed will not… Continue Reading
",https://www.autismparentingmagazine.com/low-functioning-autism/
46,https://www.autismparentingmagazine.com/,category-autism-articles,"Encopresis is a common struggle for autistic children. The scientific term comes from the Greek en– (“inside”) and kopros (“stool”).  In other words, “you have poop stuck inside you.”  When simple constipation turns into a hard, dry blockage, soft stool leaks around the block. The child usually can’t control the leakage. Often, the encopresis develops… Continue Reading
",https://www.autismparentingmagazine.com/autism-chiropractic-therapy-benefits/
47,https://www.autismparentingmagazine.com/,category-autism-articles,"You can’t change the radio channel fast enough. You’ve had a bad day, and you can’t make up your mind what you want to want to listen to. You scan the radio channels like you are looking for a needle in a haystack.  Then you hear it. That old song that takes you back to… Continue Reading
",https://www.autismparentingmagazine.com/helping-girls-handle-menstruation/
48,https://www.autismparentingmagazine.com/,category-autism-articles,"It’s a PARTY. You hold an ice cream cone in front of a child’s face, and it creates a party in the brain. The child’s brain activity goes wild and sees nothing to the left or right, only seeing what’s in front of him/her. What some may not know is with a child with autism,… Continue Reading
",https://www.autismparentingmagazine.com/peripheral-vision-for-child-with-autism/
49,https://www.autismparentingmagazine.com/,category-autism-articles,"For anyone who has ever flown, the oxygen mask safety speech is a routine part of boarding.  Frequently, it falls into the background as we adjust ourselves in preparation for several cramped hours in the sky. But, that speech carries a beautiful message regarding self-care. The Oxygen Mask Rule is simple: if the cabin loses… Continue Reading
",https://www.autismparentingmagazine.com/self-care-oxygen-mask-rule/
50,https://www.autismparentingmagazine.com/,category-autism-articles,"For parents who have a child with autism, a deep frustration can exist once the child has completed his/her education and faces employment challenges as a young adult.  When Park Ridge, IL resident Cindy Montgomery recognized the disconnect between transition services for her son with autism and true employment opportunities for him, she created Teachability,… Continue Reading
",https://www.autismparentingmagazine.com/mom-creates-job-practice-opportunity/
51,https://www.autismparentingmagazine.com/,category-autism-articles,"The etiology of autism, though still a mystery, is believed to be a combination of genetic and environmental factors.  Autism is thought to develop sometime during pregnancy and the first three years of life (early-onset autism) or, as in regressive or late-onset autism, some children appear to have developed normally until 12-24 months before losing… Continue Reading
",https://www.autismparentingmagazine.com/recognize-autism-medical-comorbidities/
52,https://www.autismparentingmagazine.com/,category-autism-articles,"Over the years, lack of eye contact from a person diagnosed with autism spectrum disorder (ASD) has been mistaken as an indication of lack of empathy or connection with others. This theory began in the 1980s when psychologists Simon Baron-Cohen and Uta Frith indicated that people diagnosed with autism were not capable of using the… Continue Reading
",https://www.autismparentingmagazine.com/autism-anxiety-disorder/
53,https://www.autismparentingmagazine.com/,category-autism-articles,"Lately, the news has been immersed in images of the city of Houston, Texas  swallowed by a torrent of flood water.  We’ve felt sympathy for those affected, we’ve  worried about their welfare. And we’ve all probably thought, “What if that was my family?” We hope it will never happen, but sometimes it does.  Fire, flood,… Continue Reading
",https://www.autismparentingmagazine.com/help-autism-communicate-in-disaster/
54,https://www.autismparentingmagazine.com/,category-autism-and-diet,"Recent clinical trials looking at gluten-free diets for children with autism spectrum disorder (ASD) are showing benefits worth considering. Typical indicators of autism spectrum in children may include delayed speech, lack of eye contact, impaired or non-present social skills, shyness, obsessive-type behaviors, delayed gross or fine motor skills, sensory integration issues (sound and touch sensitivity,… Continue Reading
",https://www.autismparentingmagazine.com/gluten-free-diet-can-help/
55,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent, it can be difficult to watch your child struggle with the abdominal pain, constipation, and other discomfort common for people with autism. Too often, those gastrointestinal (GI) symptoms are accompanied by increased anxiety and oversensitivity. However, recent research into microbiomes may help.  Microbiomes are the colonies of bacteria within and around us… Continue Reading
",https://www.autismparentingmagazine.com/probiotics-benefits-for-autism/
56,https://www.autismparentingmagazine.com/,category-autism-articles,"In 2008, Dr. John Cannell, MD, Founder of Vitamin D Council, published the first paper suggesting a relationship between low vitamin D status and an increased risk of autism. He created his hypothesis based on the data that illustrated an increased prevalence of autism in the regions of greater cloud cover and rainfall. Only observational… Continue Reading
",https://www.autismparentingmagazine.com/vitamin-d-benefits-children-autism/
57,https://www.autismparentingmagazine.com/,category-autism-articles,"Geek Club Books, Inc., an autism nonprofit, and Someone Special Uniquely Personalized Books announced their “Kindness and Awareness” initiative to help educate children about other children with special needs. Geek Club Books creates autism awareness education and curriculum so parents and teachers can introduce important topics of autism in the inclusive classroom.  Someone Special Books… Continue Reading
",https://www.autismparentingmagazine.com/book-promotes-kindness-acceptance/
58,https://www.autismparentingmagazine.com/,category-autism-articles,"Much has been said over the years concerning technology and education — there has been and still is an ongoing debate about how we can best implement technology into schools to the benefit of children. Our adult life on a day-to-day basis is filled with technology, from touch screens to order plane tickets to self-checkout… Continue Reading
",https://www.autismparentingmagazine.com/dad-creates-simple-app-to-help-autistic-son-communicate-better/
59,https://www.autismparentingmagazine.com/,category-autism-articles,"I have a granddaughter who was born with Down syndrome. Her name is Maggie. As I watched her grow, I noticed that everything she wore never fit properly. The sleeves and pant legs were always way too long. She was four years old when my daughter challenged me to start a company to make clothes… Continue Reading
",https://www.autismparentingmagazine.com/grandmother-creates-special-needs-clothing-line-to-make-dressing-easier/
60,https://www.autismparentingmagazine.com/,category-autism-articles,"In many ways, Chase Bailey is a regular 13-year-old boy from California. But he is different and exceptional because he was diagnosed with autism as a toddler. Even before he started preschool, his mother Mary worked with physicians, therapists and educators to ensure that Chase would receive the kind of specialist therapy he needed to… Continue Reading
",https://www.autismparentingmagazine.com/noted-13-year-old-chef-with-autism-inspires-major-tv-campaign/
61,https://www.autismparentingmagazine.com/,category-autism-articles,"When I met Dr. Ken Budke, I immediately knew he was full of energy, ambition, and innovation.  I didn’t expect to be taken with a product he invented nearly 10 years ago, the bCalm. As a dentist for 38 years, one of the primary complaints from patients was the sound of the dental drill.  This… Continue Reading
",https://www.autismparentingmagazine.com/dentist-develops-new-calming-product-for-kids-on-the-spectrum-the-b-calm-a-mothers-review/
62,https://www.autismparentingmagazine.com/,category-autism-articles,"I find myself caring for the Chia Pet, Watering it and putting the little plastic bag on it so that the seeds will bloom. I’m not sure if mothers of typical kids would find themselves doing this too. Do all mothers end up feeding their kids’ puppies and watering their kids’ plants? How much should… Continue Reading
",https://www.autismparentingmagazine.com/mother-of-autistic-son/
63,https://www.autismparentingmagazine.com/,category-autism-articles,"Before you were born we thought we knew what to expect. Before you were born I had your life all planned out. Before you were born we made everything perfect. Before you were born I just knew who you’d be. Before you were three I noticed something strange. Before you were three we lost our… Continue Reading
",https://www.autismparentingmagazine.com/before-autism-poetry/
64,https://www.autismparentingmagazine.com/,category-autism-articles,"I have this gorgeous nephew you should see his beautiful face And I watch him wonder back and forth seemingly lost within this place Although he speaks, it’s very rare and he often walks around The melt down that he has sometimes sees him roll upon the ground His favorite thing is his trampoline he… Continue Reading
",https://www.autismparentingmagazine.com/poem-autism/
65,https://www.autismparentingmagazine.com/,category-autism-articles,"A blur of colors, lights, and sounds People moving People who might try to interact with me Even though doing so would be as strange as interacting with an alien Level 3 That building stress inside me as I try to press through and do Life Cackling voices, high and low, blending together, deafening A… Continue Reading
",https://www.autismparentingmagazine.com/levels-living-fulfilling-life/
66,https://www.autismparentingmagazine.com/,category-autism-articles,"Lost and lone in the darkness of my chaotic world show me the way to walk to yours Be my interpreter as I travel with you teach me the words that end my silence Hold me on my outbursts my terrible fears of realizing how different your world is to me Give me the clues… Continue Reading
",https://www.autismparentingmagazine.com/light-and-shadow/
67,https://www.autismparentingmagazine.com/,category-autism-articles,"Early signs of autism spectrum disorder (ASD) can be detected in infants, yet many children with autism do not receive a diagnosis until the ages of two or three. While not every autistic baby is able to be diagnosed as an infant, there are many benefits to receiving a diagnosis before reaching preschool age. According… Continue Reading
",https://www.autismparentingmagazine.com/signs-of-autism-children/
68,https://www.autismparentingmagazine.com/,category-applied-behavior-analysis-aba,"For children with autism spectrum disorder (ASD), head banging is a common way to self-soothe and communicate needs. Both neurotypical and autistic babies and toddlers seek to recreate the rhythm that stimulated their vestibular system while in utero. Other rhythmic habits that fuel a child’s kinesthetic drive include head rolling, body rocking, biting, and thumb… Continue Reading
",https://www.autismparentingmagazine.com/autism-self-harm/
69,https://www.autismparentingmagazine.com/,category-autism-articles,"As parents who quickly become attuned to our child’s strengths, struggles, and achievements, it can be daunting to imagine handing our kid off to a teacher come August. We hope these new adults in our child’s life understand our child just as well as we do. Selecting the right academic environment for your student may… Continue Reading
",https://www.autismparentingmagazine.com/educational-options-special-guide/
70,https://www.autismparentingmagazine.com/,category-autism-articles,"As we all know, no two children diagnosed with autism spectrum disorder are alike.  Experts agree, children with autism learn differently and have a wide range of developmental and educational needs. Unfortunately, teachers and support staff are often unfamiliar with the special needs of kids diagnosed with autism and struggle to teach them effectively.  And,… Continue Reading
",https://www.autismparentingmagazine.com/autism-schools/
71,https://www.autismparentingmagazine.com/,category-autism-articles,"  When you hear the words “essential oils,” one image that might pop into your mind is going to the spa for some much-needed relaxation. Essentials oils are sometimes associated with spas because they are often used by a massage therapist or masseuse during a therapy session. But did you know essential oils can be… Continue Reading
",https://www.autismparentingmagazine.com/essential-oils-for-autism-adhd-add/
72,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you having a tough time finding autism friendly products and services when you need them? Is it hard to find locate autism friendly activities, vacation spots or sensory toys? Providing families affected by autism and those individuals diagnosed on the spectrum with the latest information is a key objective here at Autism Parenting Magazine. … Continue Reading
",https://www.autismparentingmagazine.com/autism-friendly-products-services/
73,https://www.autismparentingmagazine.com/,category-autism-articles,"Are you looking for Autism Resources to help you and your child? With its vast amount of data and accessibility, the Internet has become a powerful tool in the search for up-to-date information. Chances are, however, you don’t have the extra time needed to filter the infinite amount of autism resources and information as you… Continue Reading
",https://www.autismparentingmagazine.com/autism-resources-parents/
74,https://www.autismparentingmagazine.com/,category-autism-articles,"Lately, the news has been immersed in images of the city of Houston, Texas  swallowed by a torrent of flood water.  We’ve felt sympathy for those affected, we’ve  worried about their welfare. And we’ve all probably thought, “What if that was my family?” We hope it will never happen, but sometimes it does.  Fire, flood,… Continue Reading
",https://www.autismparentingmagazine.com/help-autism-communicate-in-disaster/
75,https://www.autismparentingmagazine.com/,category-autism-articles,"Friendship can lead to some of the most amazing achievements. When Sharon Jalette of Farmingville, NY, was asked by a friend to create an identifying tag for her nonverbal child with autism to wear in the car in the event of an emergency, she jumped at the chance to help.  As the child of a… Continue Reading
",https://www.autismparentingmagazine.com/autism-communicating-in-emergency/
76,https://www.autismparentingmagazine.com/,category-autism-articles,"If you have a child with autism spectrum disorder (ASD), you already know there is a high risk that he/she might try to elope, or wander off without permission.  For such parents, a GPS tracker is not a luxury—it’s a necessity.  There are a large number of products on the market to help protect children… Continue Reading
",https://www.autismparentingmagazine.com/best-gps-tracker-for-autism/
77,https://www.autismparentingmagazine.com/,category-autism-articles,"After your child has been diagnosed with autism spectrum disorder (ASD), a rush of thoughts may invade your mind.  Many questions might run through your mind: what do I do next? How do I prepare? Why has this happened? How do I cope? Though each question is valid, sometimes the uncertainty of it all can… Continue Reading
",https://www.autismparentingmagazine.com/safety-measures-after-diagnosis/
78,https://www.autismparentingmagazine.com/,category-autism-articles,"Every school must prepare for the unthinkable: violence in the building.  That violence can come from two specific sources: an “internal” source, like a student in the school, or an “external” source, like an intruder that gets into the building with the intent to hurt or kill people. Our administrators, teachers, support staff, and students… Continue Reading
",https://www.autismparentingmagazine.com/keeping-autism-children-safe/
79,https://www.autismparentingmagazine.com/,category-autism-articles,"Life is filled with challenges for all of us, and for kids on the spectrum, the challenges can be even more difficult.  As anyone who has experience with the spectrum knows, we often concern ourselves with education and social interaction as main goals for helping our kids.  After all, life is made up of one… Continue Reading
",https://www.autismparentingmagazine.com/dealing-sexuality-and-autism/
