post id,title,text,href,user id,mother post id
13,Suicidal 8 yr. old Asperger grandson,"
        A related discussion, aspergers and suicide was started.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Suicidal-8-yr-old-Asperger-grandson/show/404412,user_9757959,4
14,2.5 Year Old Fixation,"
        That sort of behavior isn't uncommon in typically developing children, so I'm not sure that you have a reason to be worried about autism.  The other piece of the disorder is a deficit in social interaction, so keep an eye out for that.  Ultimately, if you're worried, it's best to have him assessed and start getting services early.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/25-Year-Old-Fixation/show/2176416,user_340676,14
15,2.5 Year Old Fixation,"
        i do agree with the previous answer! i understand that it is not easy to deal with but do not panic or  label your son attitude. Find a good child psychologist and have him assessed. How is he doing in day care ? do you know an inclusive school near by ? one thing is that in early age a very quiet baby can be more bad news! now to help you we need more details about like Jason said, his social skills, walking, crawling, pre speech fine motoring(ex capacity to play with small object toys) eye contact. In the mid while he like patterns so do give him regular time to eat, bath, sleep find out what activity comes him down, be open minded inventive and keep your eyes open. If u can not afford a psychologist i may be able to put u in contact with one online who works for free by skype.    
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/25-Year-Old-Fixation/show/2176416,user_9351486,14
16,22 yr. old autistic female asks why she does not have what others her age have.,"
        one of the possible answer is to read books if she can or watch movies.
Temple grandin. she s autistic and truly amazing check it out 
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/22-yr-old-autistic-female-asks-why-she-does-not-have-what-others-her-age-have/show/2206261,user_9351486,16
17,Autism/Aspergers and masturbation,"
        This type of behavior is sometimes connected.  I have found that in setting his routine for each day,let him play in the shower.  Support this by giving him praise because he observed the house rules.  Make sure you tell him he may only show this type of behavior in the bathroom or in private as in bed.  Each time he behaves improperly, you must tell him that he broke the house rule and take away something he loves to do...with exception of things he must use 2 hands for ;-)
Sincerely,
MENTOR4SUCCES
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism-Aspergers-and-masturbation/show/2203885,user_9280615,17
18,Autism/Aspergers and masturbation,"
        hi i to work the same as you but i havent met this problem yet, but i do know that they need sexual education, how to relive them self etc. Maybe look into sex educ for autistic and look into Torey hayden i think she has the answer to your question and the experience !!! the autistic boy i work with are both 8 years old and so far they re ok. Maybe too you should talk to who ever you work for because some time those guys need a man, it s possible that being in your company might mess with their hormons! this could actually be true, in my school i ve a 13 years old mentally retarded who can not function when around women !!!  
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism-Aspergers-and-masturbation/show/2203885,user_9351486,17
19,what the chances of have two autistic childern?,"
        This is a common question in any family with someone diagnosed with autism.  The strongest causal evidence points to genetics playing a role and children with a sibling with autism are more likely to have autism than children who don't have a sibling with autism.  The actual percentage chance is unknown at this point.  I can tell you that, in the vast majority of cases, the sibling doesn't end up with an autism diagnosis and I've worked with many many families for which only a single child has autism.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/what-the-chances-of-have-two-autistic-childern/show/2154331,user_340676,19
20,what the chances of have two autistic childern?,"
        Hi hun. I empathize with this fear as I experienced it myself. I got pregnant with my last child when my oldest son was 7. We dealt with severe autism with my oldest but he is now fully integrated. 

My youngest is neurotypical and shows no signs of autism.  
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/what-the-chances-of-have-two-autistic-childern/show/2154331,user_8221281,19
21,just concerned,"
        Unfortunately, the answer to this question is unknown.  There are strong genetic correlates with autism.  People with an identical twin with autism are much more likely to also have autism than people with a fraternal twin with autism and people with a sibling with autism are more likely to have autism than the general population is.  That being said, the vast majority of children born to parents who have siblings with autism do not have autism.  There is no mathematical, exact probability that is known at this point for what you are asking.  If at any point you have concerns, seek out an evaluation.  The earlier a diagnosis is given, the better the prognosis, and a solid decision about diagnosis can often be made as early as two years of age.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/just-concerned/show/2135636,user_340676,21
22,just concerned,"
        Its possible that your child may have Asperger's because it's biological uncle has it, but at the same time Asperger's could be a random gene mutation. Asperger's is interesting like that and could be misdiagnosed as ADHD. When my dad learned from my mom after getting an evaluation, that I had mild Asperger's as well as mild ADHD, my dad finally understood why I didn't learn well from him, he said that I had to have gotten the Asperger's from him, blaming himself, but it may not have been inherited. I have mild Asperger's because I had a mother who was willing to help me, and according to a Psychologist, I'm one of the few lucky ones who have kind of 'outgrown' it, thanks to my mother. But as I said, Asperger's is either inherited or just plain random in gene mutation I think. So don't worry about it too much. Everything will be OK I'm sure. Good luck with your baby! ;)
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/just-concerned/show/2135636,user_6976850,21
23,just concerned,"
        Its possible that your child may have Asperger's because it's biological uncle has it, but at the same time Asperger's could be a random gene mutation. Asperger's is interesting like that and could be misdiagnosed as ADHD. When my dad learned from my mom after getting an evaluation, that I had mild Asperger's as well as mild ADHD, my dad finally understood why I didn't learn well from him, he said that I had to have gotten the Asperger's from him, blaming himself, but it may not have been inherited. I have mild Asperger's because I had a mother who was willing to help me, and according to a Psychologist, I'm one of the few lucky ones who have kind of 'outgrown' it, thanks to my mother. But as I said, Asperger's is either inherited or just plain random in gene mutation I think. So don't worry about it too much. Everything will be OK I'm sure. Good luck with your baby! ;)
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/just-concerned/show/2135636,user_6976850,21
24,just concerned,"
        Sorry for the double post.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/just-concerned/show/2135636,user_6976850,21
25,worried my son is autistic,"
        While it's difficult to give a diagnosis from a description alone, if you have concerns, have your son assessed.  Your pediatrician should be able to refer you to a professional in your area with the expertise needed to assess your son for a diagnosis.  This is often the first step toward receiving services, so the sooner this is done, the better.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/worried-my-son-is-autistic/show/2129099,user_340676,25
26,worried my son is autistic,"
        I try to read books with him but he is only interested for a short while before he wants to move on to something else. Same with movies/tv.

He plays with us by chasing, wrestling, tickling, and hand clap games. He likes to play catch and basket ball.

He does try to get our attention with his activity.  

 

A lot of times he brings us things like a toy car or some other object and gives it to us while ''talking''. I don't know what he wants us to do with it  usually because I have no idea what he is trying to say unless it's something obvious like a ball. He often wants to share his food with us. He takes his spoon or whaever it is he is eating and holds it to our mouths going ''ahhh'' (open). Sometimes he will go  and get food when he isn't even eating and tries to feed us, not wanting to eat himself I don't know why he does that .If we accept his offer he goes ''Mmmmm yum''

When he does something he is proud of he  looks at us and claps his hands going ''yaaay!''. If we do something he likes ( like making a basket while plaing basketball) he will either cap and say yay or gives us a high five. Mostly he just claps, though.

Are these  joint attention?


The thing is he is very hyperactive. He cannot sit still. He is constantly on the go. Running, jumping playing very loudly. He babbles to himself very loudly and is always squealing and laughing loudly while doing this. He likes to run a lot. Sometimes he will run back and forth through the living room and wont stop until he is asked to or he is out of breath. This is the only repetitive behavior he has.

He also likes to climb things. The stairs, furniture, etc. Once he used a crutch leaning against a bookshelf as a ladder to get some candy I put on the top. If he wants it he'll find a way to climb if I won't give it to him.  I have read this is a symptom...

 

 

I don't know how he is socially. His social interaction with others has been extremely limited. He doesn't know anyone his age. Except for a cousin he has been around a couple of times, he has never been around another child. He did seem to take an interest his cousin though.  He doesn't meet strangers often. I think when he had his preschool eval a few weeks ago, that was his first time meeting someone new in many many months. Or actually, seeing anyone besides me, my So and my farther in months. My S.O and I mostly keep to ourselves.  He is shy and I am also shy. It is aso hard for me to find friends because I  can't relate to most people my age ( 24 ) but  I can't relate to older mothers, either. This has led me to be very isolated and after being isolated for so long I am finding it very difficult to go out and make new friends... I am wondering if this might be aprt of our son's problem.

 
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/worried-my-son-is-autistic/show/2129099,user_1785966,25
27,worried my son is autistic,"
         was diagnosed with ADHD when I was around 5. I want very, very, very  hyperactive and have been on meds since I was five minus a couple of years when I went off them. I had very poor coordination. I had to have occupational  because I had trouble holding pencils and with other fine motor skills. I was also clumsy and I still am very clumsy to this day. I bump in to things, drop things, etc. Sometimes I slightly lose my balance when just walking. I can't hit a baseball, when I try to kick a ball I often will miss even when the ball is still.... I also have very poor handwriting.... I always thought this was du to my ADHD but now that I am seeing that something is wrong with my son I am wondering if there is something else wrong with me...

    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/worried-my-son-is-autistic/show/2129099,user_1785966,25
28,worried my son is autistic,"
        He will be receiving ot and st at a preschool soon.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/worried-my-son-is-autistic/show/2129099,user_1785966,25
29,Teen with possible Asperger,"
        I think this is less a diagnosis issue and more of an issue with seeking out help for your son in the areas in which he struggles.  There are many, many people who struggle with making and maintaining relationships or in the area of personal communication.  These are skills that can be worked on and real progress can be made.  If you are worried about this, seek out a professional with experience in this area and make it a priority.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Teen-with-possible-Asperger/show/2130977,user_340676,29
30,aspergers,"
        Ultimately, you need to seek and accept professional help.  It's up to you to properly communicate what you are experiencing, and it is important to understand that nothing will get better without your engaging in the process honestly.  I can't know one way or another if an ASD diagnosis is appropriate, but I can say that, if you feel like you need help, make sure you go out and get it.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/aspergers/show/2104691,user_340676,30
31,aspergers,"
        I can feel your pain actually more than you'll know my moms bipolar and I was sent to a mental facility cause of being sexually abused when I just wanted help the staff cursed me out and wouldn't let me go home for 9 months to my family but you cannot give up no matter what happens and lying wont set you free the truth will I promise you even if your mom feels a little hurt only good will come from it let it out and strive to only do good things in your life and you'll be closer to your mom
Get her in a room by herself tell her I feel bad about what I did it will be worth your while
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/aspergers/show/2104691,user_7980329,30
32,Anxiety with school,"
        Certainly continue to keep in touch with your pediatrician about the issue.  We sometimes observe self-induced vomiting in children with autism, and perhaps that is the case here.  Generally speaking, the goal for treating these sorts of transition problems is to make things really great for the child during the transition and upon arriving at school (i.e., make the trip and arrival a real treat for her).  If this continues, follow up with the school, consider adding a IEP objective to address it, and pursue behavior analytic services to help.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Anxiety-with-school/show/2095997,user_340676,32
33,12 year old daughter,"
        Unfortunately, no.  There are no shots and no medications that can improve social skills.  The issues she's facing need to be on her IEP and part of her daily educational programming.  There's no quick fix here, and no short-term solution, but kids can make real and meaningful progress with effective clinical and educational programming.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/12-year-old-daughter/show/2099406,user_340676,33
34,Asperger's or social immaturity?,"
        You are right on target with focusing on the needs of your son.  If he could use some help with social interaction, make sure he gets it!  The diagnosis is often the road to an IEP and making sure that appropriate services are in place and the services themselves matter a lot more than the diagnosis.  Based on your description, I can't tell if a diagnosis is appropriate or not.  Certainly, if you feel like a diagnosis isn't appropriate, go ahead and seek a second opinion.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Aspergers-or-social-immaturity/show/2117699,user_340676,34
35,Inflammatory Bowel Disease,"
        I clicked on the wrong one, my bad :/
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Inflammatory-Bowel-Disease/show/2124163,user_7329383,35
36,What's the chance,"
        No one can give you an exact probability on that.  While there are correlations within families, perhaps an increased likelihood of having multiple children with autism in a single family, it is impossible to say what the probability is.  The vast majority of children do not have autism even if other family members do.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Whats-the-chance/show/2094794,user_340676,36
37,"Unable to diagnose, but my family is falling apart!","
        This escalation in behavior problems as the child ages is quite common in children diagnosed with autism.  Families often reach a point where they are unable to handle the situations by themselves.  I don't see any reason to suspect that this is a reaction to your family situation on the part of your son.  You need to seek out professional behavioral help for your son.  Continue to pursue diagnosis and seek out a board-certified behavior analyst in your area.  These behavior problems are absolutely treatable but find a professional who has the appropriate expertise to help with your situation.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Unable-to-diagnose--but-my-family-is-falling-apart/show/2089141,user_340676,37
38,my son is 21 with aspergers syndrome,"
        Whether or not your son has Chiari malformation is a question for your medical doctor.  If you have concerns, absolutely take them to your doctor and make sure they are addressed.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/my-son-is-21-with-aspergers-syndrome/show/2086920,user_340676,38
39,my grandson is only 12 and is ashamed that he have very large brest,"
        I can't say or do much. But I'm middle school girl and all I can say is stand by him when he needs u. Back off/don't push it if he doesn't want ur help but still make sure u no what's going on in his life. Cry with him, laugh with him let him no u lov him. Don't say stupid stuff like "" it only matters what's on the inside"" when he's irrigated ( that is tru tho :) )  if he loses friends,screw them, tell him this :"" it's better 2 have 4 quarters than 100 pennies meaning, if u only have a few friends that really care about u, that's better than having a lot of crappy friends who gossip about u and treat each other like dirt. If u/ he ever needs advice or just wants 2 talk about life just message me. Stay strong:)
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/my-grandson-is-only-12-and-is-ashamed-that-he-have-very-large-brest/show/2061970,user_7037769,39
40,Magnesium & Vitamin B6,"
        As far as a safe dose, this is a question that should be answered by your pediatrician.  Regarding the effectiveness, I'm not sure what you are looking for.  There is no empirical support for vitamin and mineral therapies for autism.  If this is addressing some medical need, that's one thing, but don't expect an improvement in the child's learning or behavior associated with an autism diagnosis.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Magnesium--Vitamin-B6/show/2082933,user_340676,40
41,Cardiac/Autism,"
        Ultimately, this is a decision that you need to make with your doctor.  You have a good understanding of what your daughter will tolerate.  It sounds like you already have an idea of which of those options might be best. Discuss the pros and cons with the doctor and make sure you're comfortable with the final decision.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Cardiac-Autism/show/2059843,user_340676,41
42,Cardiac/Autism,"
        Sorry I can't help you with the decision, I just hope everything turns out find with your daughter, good luck.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Cardiac-Autism/show/2059843,user_4447834,41
43,My 4 year old plays with his poop!,"
        ZapCat is right about this, and you are on the right track.  Start with an autism evaluation by trained professionals.  Fecal smearing and play is behavior that is sometimes observed in both typical kids and those diagnosed with an intellectual disability like autism.  It can be effectively treated with a consistently implemented behavior management plan.  
Typically this entails special rewards the child can earn for going X amount of time (a day or week, for example) without exhibiting the behavior.  If your child is hiding it, that's actually a good sign.  It means he realizes that you don't want him doing it, which is an important step.  These sorts of treatments are often easily included in larger-scale behavior management systems.  For example, sticker charts or point systems where the child is working toward earning something valued for a variety of good behaviors.  If you aren't getting good traction with treatment, look up a board certified behavior analyst in your area.  These types of behavior problems can definitely be treated.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/My-4-year-old-plays-with-his-poop/show/2070105,user_340676,43
44,My 4 year old plays with his poop!,"
        I don't know if you have done research on your own or not, but if you want a short easy to understand video giving some background on autism i recommend this one http://www.youtube.com/watch?v=C_O0vRTkaaY

anyway, i do therapy with autistic children and have witnessed some of what you are describing. we call your child's poop playing ""fecal smearing"", and is something that is not exceptionally uncommon for some autistic children to exhibit. without seeing your child it isn't easy to say one way or the other, but if you are concerned i would encourage you to ask the child's pediatrician about the behaviors and see if they can recommend someone for you to talk to (psychologist/ psychiatrist) who would be able to give your child an evaluation. if your child does lie somewhere on the autism spectrum early intervention seems to help the child be successful. hope this helps.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/My-4-year-old-plays-with-his-poop/show/2070105,user_6554120,43
45,My 4 year old plays with his poop!,"
        Thank you for giving me basic information. I see some of the qualities shown in the video in my son. I have worked with some autistic children and have a young cousin with autism, but their presentations seem more severe especially in social and personal touch and hearing sensitivity which don't present in my child. I have gotten him set up with an appointment this week. I've just become tired with family and his pediatrician telling me he'll grow out of it when in reality it seems he doesn't understand what he is doing. Thank you once again for your advice.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/My-4-year-old-plays-with-his-poop/show/2070105,user_7154461,43
46,GF-CF Diet,"
        While gluten/casein free diets may be helpful for individuals who have difficulty digesting gluten or casein, the diet will not be helpful in treating symptoms of autism (based on both empirical research and my own experience with hundreds of individuals diagnosed with autism).  Your doctor should be able to evaluate whether a diet of this sort is medically warranted for your brother and also provide directions on how to administer such a diet.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/GF-CF-Diet/show/2035531,user_340676,46
47,GF-CF Diet,"
        I have. 27 mouth old that I am
Very worried about. He only says about ten words and doesn't join any together. If he wants something he grunts, takes me to whatever he wants or says that and points to it. He does seem
To follow instructions- get me a nappy, blanket etc. 
He is very loving, kisses and shows affection. He plays well with his four year old sister and other children at play centres and always does things to make you laugh. He is not sensitive to light, food or touch. Can anyone help me in putting my mind at rest or giving advice in talking tips. Thank you 
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/GF-CF-Diet/show/2035531,user_6929994,46
48,Autism & Adrenal Insufficiency,"
        While there is no established relation between cortisol and autism, obviously you have a complex medical situation.  There isn't evidence supporting possible comorbidity between the conditions you've experienced and autism.  Both people with and without autism diagnoses can face challenging health problems and I believe it will be most effective to treat the health issues individually rather than as somehow related to autism. 
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism--Adrenal-Insufficiency/show/2036582,user_340676,48
49,Autism & Adrenal Insufficiency,"
        Test Results thus far...things were done a bit backwards and not at ideal times but because they failed to do a baseline test on any of the below, I asked my PCP to do a baseline (without ACTH stimulation) around the same time on a different date.

10/22 @ 12:35 (Noon Time)

DHEA Sulfate - 419   (1hr after ACTH Stim / no baseline)
Free Testosterone - 6.2  ( 1hr after ACTH Stim / no baseline)
Aldosterone - 39   (1hr after ACTH Stim / no baseline)
Cortisol - 42    (1hr after ACTH Stim / no baseline)
LH 2.9 and FSH 3.7    (1hr after ACTH Stim / no baseline)
17-OHProgesteron 107   (1hr after ACTH Stim / no baseline)

******************************

Antibody Tests-

Adrenal AB - Negative
Adrenal Antibody Screen with Reflex to Titer - Negative
21 Hydroxlyase Antibody (2007) - Weak Positive 3 (range <1)

******************************

11/04 @ 12:31 (Noon Time)

Free Testosterone - 5.0 (range 3.5-5.2 No Stimulation)
SGBH - 31 (no range included)
Total Testosterone - 34 ( range 6-82)
Cortisol  5.9 

****************************** still waiting on the rest **********************

    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism--Adrenal-Insufficiency/show/2036582,user_6573002,48
50,Autism & Adrenal Insufficiency,"
        Aldosterone - 2 (no stim @ noon)
Morning Cortisol - 27.5
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Autism--Adrenal-Insufficiency/show/2036582,user_6573002,48
51,looking for educational resources,"
        I recommend explicitly seeking out groups for adult individuals facing the same sorts of problems.  These may or may not exist in your area, depending largely on the size of the population.  Ultimately, for your son's best interest, the most important thing is to be in contact with trained professionals to monitor his development.  I think you'll find that, if you explain your situation, people will be understanding and happy to accommodate.
    ",http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/looking-for-educational-resources/show/2035961,user_340676,51
